CodaNumber,nClicks,Length,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,CodaName,Unit,WhaleID,Date,Year,UnitName
231,5,1.118,0.396,0.366,0.189,0.167,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-17,2010,Unit A
232,5,1.121,0.385,0.373,0.188,0.175,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-17,2010,Unit A
233,5,1.133,0.387,0.369,0.19,0.187,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-17,2010,Unit A
234,5,1.121,0.389,0.367,0.188,0.177,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-17,2010,Unit A
235,5,1.0939999999999999,0.376,0.353,0.193,0.172,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-17,2010,Unit A
238,4,0.8520000000000001,0.278,0.28,0.294,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
239,4,0.823,0.287,0.258,0.278,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
240,4,0.867,0.289,0.286,0.292,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
241,4,0.8879999999999999,0.297,0.292,0.299,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
242,4,0.9750000000000001,0.32,0.328,0.327,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
243,4,1.021,0.347,0.331,0.343,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
244,4,1.0330000000000001,0.354,0.337,0.342,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
245,4,1.057,0.362,0.341,0.354,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
246,4,1.067,0.366,0.35,0.351,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
247,4,0.302,0.101,0.085,0.116,0.0,0.0,0.0,0.0,0.0,0.0,4R1,1,0,2010-03-26,2010,Unit A
248,5,0.369,0.081,0.084,0.088,0.116,0.0,0.0,0.0,0.0,0.0,5R1,1,0,2010-03-26,2010,Unit A
249,5,0.35,0.073,0.076,0.085,0.116,0.0,0.0,0.0,0.0,0.0,5R1,1,0,2010-03-26,2010,Unit A
250,5,0.91,0.272,0.277,0.211,0.15,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-26,2010,Unit A
252,7,0.251,0.03,0.034,0.037,0.04,0.051,0.059,0.0,0.0,0.0,7I,1,0,2010-03-26,2010,Unit A
253,4,0.8839999999999999,0.298,0.287,0.299,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
254,4,0.851,0.287,0.274,0.29,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
255,4,0.929,0.321,0.309,0.299,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
256,4,0.95,0.328,0.318,0.304,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
257,4,0.972,0.326,0.329,0.317,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
258,4,1.028,0.356,0.341,0.331,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
259,4,1.043,0.363,0.335,0.345,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
260,4,0.909,0.303,0.297,0.309,0.0,0.0,0.0,0.0,0.0,0.0,4R2,1,0,2010-03-26,2010,Unit A
262,5,0.29100000000000004,0.079,0.07,0.075,0.067,0.0,0.0,0.0,0.0,0.0,5R1,1,0,2010-03-26,2010,Unit A
263,5,0.82,0.288,0.257,0.152,0.123,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-26,2010,Unit A
264,5,0.755,0.212,0.25,0.173,0.12,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-26,2010,Unit A
265,5,0.8290000000000001,0.239,0.283,0.159,0.148,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-26,2010,Unit A
266,5,0.919,0.303,0.307,0.163,0.146,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-26,2010,Unit A
267,5,0.8370000000000001,0.275,0.258,0.156,0.148,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-26,2010,Unit A
268,5,0.845,0.296,0.232,0.19,0.127,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-26,2010,Unit A
269,5,0.801,0.262,0.244,0.157,0.138,0.0,0.0,0.0,0.0,0.0,1+1+3,1,0,2010-03-26,2010,Unit A
270,5,0.373,0.117,0.08,0.077,0.099,0.0,0.0,0.0,0.0,0.0,5R1,1,0,2010-03-26,2010,Unit A
271,6,0.376,0.055,0.074,0.076,0.08,0.091,0.0,0.0,0.0,0.0,6D,1,0,2010-03-26,2010,Unit A
272,6,0.37600000000000006,0.072,0.064,0.079,0.077,0.084,0.0,0.0,0.0,0.0,6D,1,0,2010-03-26,2010,Unit A
273,6,0.388,0.079,0.073,0.062,0.085,0.089,0.0,0.0,0.0,0.0,6D,1,0,2010-03-26,2010,Unit A
274,7,0.504,0.085,0.084,0.073,0.071,0.084,0.107,0.0,0.0,0.0,7I,1,0,2010-03-26,2010,Unit A
275,8,0.225,0.03,0.021,0.036,0.03,0.032,0.034,0.042,0.0,0.0,8I,1,0,2010-03-26,2010,Unit A
276,9,0.372,0.07,0.038,0.037,0.038,0.04,0.034,0.058,0.057,0.0,9I,1,0,2010-03-26,2010,Unit A
277,9,0.37,0.025,0.032,0.034,0.044,0.047,0.051,0.052,0.085,0.0,9I,1,0,2010-03-26,2010,Unit A
278,10,0.386,0.028,0.031,0.035,0.036,0.036,0.037,0.039,0.048,0.096,10I,1,0,2010-03-26,2010,Unit A
279,5,0.35100000000000003,0.107,0.093,0.068,0.083,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
280,5,0.35500000000000004,0.113,0.1,0.066,0.076,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
281,5,0.328,0.098,0.099,0.064,0.067,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
282,5,0.6829999999999999,0.229,0.24,0.105,0.109,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
283,5,0.791,0.273,0.25,0.145,0.123,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
284,5,0.785,0.294,0.222,0.139,0.13,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
285,5,0.825,0.287,0.258,0.155,0.125,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
286,5,0.341,0.098,0.099,0.082,0.062,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
287,5,0.372,0.108,0.109,0.073,0.082,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
289,5,0.9720000000000001,0.321,0.316,0.185,0.15,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
290,5,1.0070000000000001,0.342,0.338,0.188,0.139,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
291,5,1.09,0.368,0.354,0.193,0.175,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
292,5,0.341,0.108,0.095,0.063,0.075,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
293,5,0.821,0.237,0.26,0.195,0.129,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
294,5,0.7849999999999999,0.262,0.213,0.179,0.131,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
295,5,0.792,0.23,0.245,0.198,0.119,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
296,5,0.762,0.221,0.247,0.17,0.124,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
297,5,0.79,0.231,0.248,0.178,0.133,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
298,5,0.79,0.222,0.257,0.184,0.127,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
299,5,0.8250000000000001,0.257,0.272,0.16,0.136,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
300,5,0.8350000000000001,0.263,0.267,0.17,0.135,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
301,5,0.8380000000000001,0.268,0.27,0.171,0.129,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
302,5,1.371,0.51,0.447,0.21,0.204,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
303,5,1.417,0.507,0.482,0.214,0.214,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
304,5,1.276,0.469,0.427,0.189,0.191,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
305,5,1.333,0.481,0.47,0.189,0.193,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
306,5,1.195,0.453,0.416,0.147,0.179,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
307,5,1.1989999999999998,0.457,0.388,0.182,0.172,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
308,5,1.558,0.547,0.53,0.233,0.248,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
309,5,1.513,0.514,0.519,0.234,0.246,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
310,5,1.294,0.484,0.443,0.2,0.167,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
311,5,1.4270000000000003,0.496,0.467,0.233,0.231,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
312,5,1.105,0.422,0.338,0.162,0.183,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
313,5,1.205,0.414,0.425,0.179,0.187,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
314,5,1.255,0.395,0.436,0.22,0.204,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
315,5,1.1460000000000001,0.394,0.341,0.22,0.191,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
317,5,1.3930000000000002,0.518,0.467,0.179,0.229,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-20,2008,Unit B
318,4,0.28400000000000003,0.105,0.092,0.087,0.0,0.0,0.0,0.0,0.0,0.0,4R1,2,0,2008-03-20,2008,Unit B
319,5,0.316,0.093,0.089,0.07,0.064,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
320,5,0.309,0.088,0.089,0.071,0.061,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
321,5,0.315,0.086,0.085,0.078,0.066,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
322,5,0.318,0.087,0.086,0.079,0.066,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
323,5,0.315,0.082,0.09,0.072,0.071,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
324,5,0.319,0.089,0.087,0.074,0.069,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
325,5,0.32,0.085,0.096,0.072,0.067,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
326,5,0.327,0.083,0.097,0.073,0.074,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
327,5,0.324,0.089,0.09,0.076,0.069,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
328,5,0.311,0.092,0.088,0.064,0.067,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
329,5,0.314,0.095,0.068,0.064,0.087,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
330,5,0.317,0.103,0.098,0.065,0.051,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
331,5,0.34400000000000003,0.1,0.091,0.075,0.078,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
332,5,0.35100000000000003,0.1,0.097,0.07,0.084,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
333,5,0.327,0.1,0.084,0.073,0.07,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
334,5,0.345,0.086,0.098,0.072,0.089,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
335,5,0.35100000000000003,0.113,0.08,0.074,0.084,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
336,5,0.34400000000000003,0.102,0.097,0.068,0.077,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
337,5,0.393,0.127,0.099,0.082,0.085,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
338,5,0.387,0.113,0.097,0.078,0.099,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
339,5,0.36300000000000004,0.111,0.089,0.078,0.085,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
340,5,0.35900000000000004,0.116,0.097,0.073,0.073,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
341,5,0.386,0.104,0.094,0.087,0.101,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
342,5,0.312,0.086,0.093,0.07,0.063,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
343,5,0.37700000000000006,0.111,0.098,0.087,0.081,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-20,2008,Unit B
344,7,0.33299999999999996,0.055,0.063,0.059,0.049,0.054,0.053,0.0,0.0,0.0,7I,2,0,2008-03-20,2008,Unit B
345,7,0.32599999999999996,0.051,0.06,0.06,0.054,0.051,0.05,0.0,0.0,0.0,7I,2,0,2008-03-20,2008,Unit B
346,7,0.287,0.041,0.044,0.041,0.048,0.055,0.058,0.0,0.0,0.0,7I,2,0,2008-03-20,2008,Unit B
347,4,0.228,0.114,0.047,0.067,0.0,0.0,0.0,0.0,0.0,0.0,4R1,2,0,2008-03-21,2008,Unit B
348,5,0.325,0.087,0.102,0.074,0.062,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
349,5,0.328,0.093,0.093,0.081,0.061,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
350,5,0.309,0.081,0.095,0.072,0.061,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
351,5,0.328,0.093,0.093,0.072,0.07,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
352,5,0.323,0.088,0.096,0.073,0.066,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
353,5,0.312,0.09,0.09,0.07,0.062,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
354,5,0.306,0.079,0.087,0.071,0.069,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
355,5,0.328,0.096,0.087,0.068,0.077,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
356,5,0.313,0.073,0.098,0.074,0.068,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
357,5,0.304,0.078,0.087,0.073,0.066,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
358,5,0.303,0.079,0.087,0.07,0.067,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
359,5,0.29,0.073,0.088,0.065,0.064,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
360,5,0.298,0.06,0.103,0.068,0.067,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
361,5,0.313,0.085,0.084,0.062,0.082,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
362,5,0.332,0.108,0.086,0.069,0.069,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
363,5,0.296,0.073,0.085,0.067,0.071,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
364,5,0.3,0.069,0.088,0.071,0.072,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
365,5,0.296,0.071,0.085,0.069,0.071,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
366,5,0.313,0.094,0.088,0.072,0.059,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
367,5,0.342,0.105,0.089,0.07,0.078,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
368,5,0.329,0.091,0.079,0.087,0.072,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
369,5,0.323,0.092,0.086,0.067,0.078,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
370,5,0.299,0.09,0.084,0.073,0.052,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
371,5,0.315,0.097,0.069,0.083,0.066,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
372,5,0.357,0.091,0.085,0.077,0.104,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
373,5,0.343,0.102,0.085,0.074,0.082,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
374,5,0.329,0.089,0.102,0.076,0.062,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
375,5,0.357,0.104,0.074,0.085,0.094,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
376,5,0.236,0.062,0.063,0.053,0.058,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
377,5,0.308,0.072,0.093,0.067,0.076,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
378,5,0.305,0.077,0.095,0.066,0.067,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
379,5,0.333,0.095,0.081,0.074,0.083,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
380,5,0.325,0.087,0.092,0.079,0.067,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
381,5,0.309,0.074,0.091,0.072,0.072,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
382,5,0.29500000000000004,0.072,0.084,0.07,0.069,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
383,5,0.308,0.084,0.084,0.075,0.065,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
384,5,0.29000000000000004,0.059,0.085,0.061,0.085,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
385,5,0.276,0.064,0.083,0.064,0.065,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
386,5,0.339,0.07,0.098,0.067,0.104,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
388,6,0.384,0.079,0.072,0.072,0.078,0.083,0.0,0.0,0.0,0.0,6D,2,0,2008-03-21,2008,Unit B
389,7,0.47500000000000003,0.083,0.083,0.082,0.073,0.085,0.069,0.0,0.0,0.0,7I,2,0,2008-03-21,2008,Unit B
390,5,0.292,0.075,0.088,0.058,0.071,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-21,2008,Unit B
391,4,0.678,0.332,0.192,0.154,0.0,0.0,0.0,0.0,0.0,0.0,1+32,2,0,2008-03-27,2008,Unit B
392,4,0.511,0.222,0.162,0.127,0.0,0.0,0.0,0.0,0.0,0.0,4D,2,0,2008-03-27,2008,Unit B
393,5,1.055,0.343,0.342,0.205,0.165,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
394,5,1.01,0.276,0.367,0.202,0.165,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
395,5,0.9780000000000001,0.292,0.373,0.161,0.152,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
396,5,0.8260000000000001,0.209,0.266,0.196,0.155,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
397,5,0.8800000000000001,0.252,0.302,0.175,0.151,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
398,5,1.005,0.344,0.303,0.205,0.153,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
399,5,0.89,0.293,0.294,0.158,0.145,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
400,5,0.884,0.289,0.308,0.154,0.133,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
401,5,0.8210000000000001,0.263,0.281,0.147,0.13,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
402,5,0.9279999999999999,0.291,0.304,0.174,0.159,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
403,5,0.887,0.224,0.298,0.184,0.181,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
404,5,0.8230000000000001,0.228,0.285,0.158,0.152,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
405,5,0.748,0.244,0.231,0.15,0.123,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
406,5,0.884,0.278,0.311,0.163,0.132,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
407,5,0.869,0.273,0.281,0.182,0.133,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
408,5,0.343,0.094,0.102,0.078,0.069,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-27,2008,Unit B
409,5,0.342,0.097,0.09,0.086,0.069,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-27,2008,Unit B
410,5,0.343,0.086,0.099,0.087,0.071,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-03-27,2008,Unit B
411,5,0.747,0.239,0.214,0.162,0.132,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
412,5,0.8210000000000001,0.261,0.278,0.149,0.133,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
413,5,0.886,0.286,0.274,0.186,0.14,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
414,5,1.014,0.327,0.335,0.201,0.151,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
415,5,0.8460000000000001,0.247,0.275,0.167,0.157,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
416,5,0.755,0.182,0.204,0.201,0.168,0.0,0.0,0.0,0.0,0.0,1+1+3,2,0,2008-03-27,2008,Unit B
417,6,0.42700000000000005,0.105,0.098,0.083,0.061,0.08,0.0,0.0,0.0,0.0,6D,2,0,2008-03-27,2008,Unit B
422,7,0.351,0.067,0.058,0.051,0.069,0.048,0.058,0.0,0.0,0.0,7I,2,0,2008-03-27,2008,Unit B
423,7,0.33299999999999996,0.06,0.063,0.051,0.061,0.044,0.054,0.0,0.0,0.0,7I,2,0,2008-03-27,2008,Unit B
424,7,0.302,0.033,0.044,0.044,0.048,0.057,0.076,0.0,0.0,0.0,7I,2,0,2008-03-27,2008,Unit B
425,7,0.258,0.027,0.038,0.038,0.043,0.051,0.061,0.0,0.0,0.0,7I,2,0,2008-03-27,2008,Unit B
426,8,0.396,0.047,0.082,0.067,0.04,0.06,0.044,0.056,0.0,0.0,8I,2,0,2008-03-27,2008,Unit B
427,8,0.29200000000000004,0.032,0.032,0.033,0.04,0.033,0.063,0.059,0.0,0.0,8I,2,0,2008-03-27,2008,Unit B
428,8,0.291,0.037,0.034,0.035,0.035,0.048,0.047,0.055,0.0,0.0,8I,2,0,2008-03-27,2008,Unit B
429,8,0.312,0.032,0.035,0.036,0.04,0.048,0.054,0.067,0.0,0.0,8I,2,0,2008-03-27,2008,Unit B
430,9,0.384,0.049,0.063,0.041,0.04,0.042,0.043,0.043,0.063,0.0,9I,2,0,2008-03-27,2008,Unit B
431,9,0.339,0.038,0.035,0.036,0.037,0.04,0.046,0.052,0.055,0.0,9I,2,0,2008-03-27,2008,Unit B
432,5,0.39,0.122,0.098,0.08,0.09,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
433,5,0.335,0.103,0.087,0.072,0.073,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
434,5,0.341,0.091,0.09,0.078,0.082,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
435,5,0.34600000000000003,0.104,0.086,0.072,0.084,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
436,5,0.36300000000000004,0.113,0.087,0.084,0.079,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
437,5,0.368,0.093,0.094,0.078,0.103,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
438,5,0.368,0.102,0.089,0.08,0.097,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
439,5,0.393,0.125,0.093,0.085,0.09,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
440,5,0.377,0.08,0.073,0.099,0.125,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
441,5,0.307,0.09,0.101,0.07,0.046,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
442,5,0.316,0.087,0.099,0.069,0.061,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
443,5,0.318,0.089,0.095,0.075,0.059,0.0,0.0,0.0,0.0,0.0,5R1,2,0,2008-04-04,2008,Unit B
